,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_subclass,tree_cluster,tree_class,marker_sum_norm_label,Norm_Marker_Sum.0.4_label,patched_cell_container,cell_name,rna_amplification_pass_fail,Genes.Detected.CPM
119,H19.03.311.14.08.01.01,3.313485175725609,3.017074166290898,0.9105440363499435,1.653377631872383,0.49898446626075976,2.0.8,05/14/2019,14:33:29,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.311.14.08.01,H19.03.311.14.08.01.01,Patch Tube,P2S4_190514_051_A01,rustym,4,3.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,intentionally,1000.0,47.0,3.7,,,,,,,30.0,30.0,8.73,2.3,3.02,15:28:55,,,,15:30:09,15:38:53,15:41:11,15:44:12,15:50:13,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.311,H19.03.311.14.08.01.01,P2S4_190514_051_A01,not applicable,TemL,EPhys_190513_02_B02_H,H19.03.311,,47.0,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB TWIST2,Glutamatergic,0.9267675105946988,True,P2S4_190514_051_A01,H19.03.311.14.08.01.01,Pass,12619.0
120,H19.06.351.11.16.02.05,4.205758080725922,4.119705778949935,0.9795394076111164,1.342370142509575,0.31917435970969577,2.0.8,03/21/2019,16:52:58,2019-03-21,2019.0,3.0,21.0,03/21/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.16.02,H19.06.351.11.16.02.05,Patch Tube,P2S4_190321_055_A01,rustym,4,8.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,intentionally,1000.0,64.8,4.2,,,,,,,35.0,35.0,6.55,1.75,1.93,21:15:18,,,,21:16:51,21:23:24,21:25:09,21:27:05,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.16.02.05,P2S4_190321_055_A01,not applicable,MTG,EPhys_190318_03_B03_H,H19.06.351,,64.8,Matching JEM & LIMS Information,Sncg,Inh L1-2 VIP TSPAN12,GABAergic,1.4265396313780698,True,P2S4_190321_055_A01,H19.06.351.11.16.02.05,Pass,9234.0
121,H23.51.010.21.05.01.04,,,,,,2.1.5,07/10/2023,14:25:26,2023-07-10,2023.0,7.0,10.0,07/10/2023,06/08/2023,04/20/2023,No,Human,H23.51.010.21.05.01,H23.51.010.21.05.01.04,Patch Tube,P6S4_230710_403_A01,kristab,8,6.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L6,TCx,L6,3.0,2.0,nucleus_present,no,1393.0,70.8,4.9,No,Yes,105.0,Not Applicable,Not Applicable,No,44.0,43.0,8.42,4.03,4.17,17:28:44,,17:33:20,17:33:23,17:33:44,17:42:09,17:46:11,17:50:21,17:51:53,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.010,H23.51.010.21.05.01.04,P6S4_230710_403_A01,not applicable,,EPhys_230710_02_A01_H,,,70.8,Matching JEM & LIMS Information,Sst,Inh L5-6 SST NPM1P10,GABAergic,0.7926598194018838,True,P6S4_230710_403_A01,H23.51.010.21.05.01.04,Pass,5691.0
122,H23.51.014.11.09.01.03,,,,,,2.1.5,10/12/2023,16:40:29,2023-10-12,2023.0,10.0,12.0,10/11/2023,08/31/2023,07/19/2023,No,Human,H23.51.014.11.09.01,H23.51.014.11.09.01.03,Patch Tube,P8S4_231012_356_A01,audreym,3,4.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,1.0,3.0,nucleus_present,no,2500.0,65.0,4.0,No,No,270.0,Not Applicable,Not Applicable,No,28.0,35.0,16.3,4.52,2.98,18:25:53,,18:28:44,18:29:51,18:30:55,18:47:13,18:51:44,18:54:43,19:10:05,None,,PGA,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.014,H23.51.014.11.09.01.03,P8S4_231012_356_A01,not applicable,,EPhys_231016_03_A02_H,H23.51.014,,61.9,Matching JEM & LIMS Information,Sst_Chodl,Inh L3-6 SST NPY,GABAergic,1.319391642483993,True,P8S4_231012_356_A01,H23.51.014.11.09.01.03,Pass,11354.0
123,H23.03.309.12.62.07,,,,,,2.1.5,09/19/2023,10:25:39,2023-09-19,2023.0,9.0,19.0,09/18/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.12.62,H23.03.309.12.62.07,Patch Tube,PCS4_230919_157_A01,kamiliamn,2,8.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,3.0,3.0,nucleus_present,intentionally-surface,1000.0,76.6,3.5,No,No,5.0,2ms,Multiple,No,46.0,60.0,10.07,4.37,5.77,14:21:25,,14:22:11,14:23:23,14:24:24,14:34:28,14:38:50,14:44:36,14:45:47,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.12.62.07,PCS4_230919_157_A01,positive,TP,EPhys_230918_02_B02_H,,,76.6,Matching JEM & LIMS Information,L6b,Exc L5-6 FEZF2 EFTUD1P1,Glutamatergic,1.0059396592065215,True,PCS4_230919_157_A01,H23.03.309.12.62.07,Pass,13957.0
124,H23.03.308.11.60.01.02,,,,,,2.1.5,09/13/2023,10:05:52,2023-09-13,2023.0,9.0,13.0,09/12/2023,07/14/2023,07/19/2023,No,Human,H23.03.308.11.60.01,H23.03.308.11.60.01.02,Patch Tube,PCS4_230913_352_A01,audreym,3,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,2.0,nucleus_present,not_intentionally-retraction,1300.0,45.0,4.2,No,No,120.0,100us,Multiple,Yes,25.0,28.0,8.57,3.75,7.92,11:57:02,,11:58:44,11:59:46,12:01:22,12:09:56,12:13:41,12:21:36,12:25:47,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,"passed 1, 2, 3,and 5 ",,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.308,H23.03.308.11.60.01.02,PCS4_230913_352_A01,positive,,EPhys_230911_03_A01_H,H23.03.308,,65.4,Matching JEM & LIMS Information,L6_IT_Car3,Exc L5-6 THEMIS DCSTAMP,Glutamatergic,0.2192057286556169,False,PCS4_230913_352_A01,H23.03.308.11.60.01.02,Pass,11998.0
125,H23.26.404.11.74.01.02,,,,,,2.1.5,04/13/2023,10:15:37,2023-04-13,2023.0,4.0,13.0,04/12/2023,02/24/2023,03/06/2023,No,Human,H23.26.404.11.74.01,H23.26.404.11.74.01.02,Patch Tube,PCS4_230413_152_A01,kamiliamn,3,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,OCx_L4,OCx,L4,3.0,2.0,nucleus_present,intentionally-surface,4000.0,124.3,5.0,No,No,60.0,Not Applicable,Not Applicable,No,55.0,55.0,9.88,8.37,7.75,11:48:04,,11:50:00,11:51:14,11:51:54,12:01:47,12:10:09,12:17:54,12:24:34,CN2292,,,Channel_Recording,None,None,None,None,None,CN2408; went for YFP cells,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.26.404,H23.26.404.11.74.01.02,PCS4_230413_152_A01,positive,LiG,EPhys_230417_03_A01_H,H23.26.404,,124.3,Matching JEM & LIMS Information,Sncg,Inh L1-2 SST BAGE2,GABAergic,0.4911782464664421,True,PCS4_230413_152_A01,H23.26.404.11.74.01.02,Pass,9278.0
126,H23.51.001.11.10.02.01,,,,,,2.1.5,03/14/2023,12:16:36,2023-03-14,2023.0,3.0,14.0,03/13/2023,12/06/2022,12/09/2022,No,Human,H23.51.001.11.10.02,H23.51.001.11.10.02.01,Patch Tube,PXS4_230314_851_A01,balreetp,1,1.0,Success,,Success,,SUCCESS,,,Cortical,OCx_L2,OCx,L2,1.0,3.0,nucleus_present,no,1000.0,63.3,4.5,No,Yes,65.0,20ms,Multiple,Yes,55.0,55.0,7.1,4.72,3.33,12:39:23,,12:41:21,12:43:45,12:47:32,12:54:38,12:59:21,13:02:41,13:08:05,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.001,H23.51.001.11.10.02.01,PXS4_230314_851_A01,not applicable,,EPhys_230313_03_B01_H,H23.51.001,,63.3,Matching JEM & LIMS Information,L2-3_IT,Exc L2-4 LINC00507 GLP2R,Glutamatergic,0.67169241443601,True,PXS4_230314_851_A01,H23.51.001.11.10.02.01,Pass,9473.0
127,H23.26.405.11.04.01.01,,,,,,2.1.5,10/11/2023,15:15:53,2023-10-11,2023.0,10.0,11.0,10/10/2023,07/27/2023,07/19/2023,No,Human,H23.26.405.11.04.01,H23.26.405.11.04.01.01,Patch Tube,P6S4_231011_404_A01,kristab,8,3.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L5,TCx,L5,3.0,1.0,nucleus_present,no,2331.0,50.7,5.0,No,Yes,94.0,Not Applicable,Not Applicable,No,0.0,15.0,9.1,0.02,3.63,16:13:26,,16:16:36,16:16:38,16:17:09,16:26:15,16:26:16,16:29:54,16:37:20,None,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H23.26.405,H23.26.405.11.04.01.01,P6S4_231011_404_A01,not applicable,SFG,EPhys_231009_06_A01_H,H23.26.405,,50.7,Matching JEM & LIMS Information,Vip,Inh L2-5 VIP TYR,GABAergic,1.0988314342778915,True,P6S4_231011_404_A01,H23.26.405.11.04.01.01,Pass,9165.0
128,H24.26.402.11.06.01.01,,,,,,2.1.5,01/05/2024,13:43:28,2024-01-05,2024.0,1.0,5.0,01/04/2024,10/06/2023,10/20/2023,No,Human,H24.26.402.11.06.01,H24.26.402.11.06.01.01,Patch Tube,P8S4_240105_351_A01,audreym,3,3.0,Success,,Success,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,1.0,2.0,nucleus_present,intentionally-surface,2000.0,35.0,4.9,No,Yes,200.0,100us,Multiple,No,24.0,30.0,11.15,3.58,6.03,14:57:30,,14:58:48,15:00:18,15:01:30,15:12:39,15:16:14,15:22:16,15:30:16,None,0.0,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,14:17:14,3.0,"Blown-up cells,Crinkled cells",,Homo Sapiens,hIVSCC-MET,H24.26.402,H24.26.402.11.06.01.01,P8S4_240105_351_A01,,,EPhys_240108_02_B03_H,H24.26.402,,51.8,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,1.1681351524690995,True,P8S4_240105_351_A01,H24.26.402.11.06.01.01,Pass,10298.0
129,H23.51.004.11.51.01.07,,,,,,2.1.5,05/08/2023,09:57:17,2023-05-08,2023.0,5.0,8.0,05/08/2023,04/20/2023,03/06/2023,No,Human,H23.51.004.11.51.01,H23.51.004.11.51.01.07,Patch Tube,PXS4_230508_857_A01,balreetp,1,9.0,Success,,Success,,SUCCESS,Positive,,Cortical,PCx_L4,PCx,L4,1.0,3.0,nucleus_present,no,100.0,49.3,5.3,No,Yes,55.0,25us,Multiple,Yes,50.0,30.0,7.72,2.0,1.78,15:38:58,,15:39:43,15:40:52,15:42:00,15:49:43,15:51:43,15:53:30,15:54:33,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.004,H23.51.004.11.51.01.07,PXS4_230508_857_A01,,,EPhys_230508_02_A03_H,H23.51.004,,52.2,Matching JEM & LIMS Information,Pvalb,Inh L5-6 PVALB LGR5,GABAergic,0.6091659725926656,True,PXS4_230508_857_A01,H23.51.004.11.51.01.07,Pass,6170.0
130,H23.03.302.11.09.01.01,,,,,,2.1.5,02/07/2023,15:53:51,2023-02-07,2023.0,2.0,7.0,02/06/2023,11/08/2022,12/09/2022,No,Human,H23.03.302.11.09.01,H23.03.302.11.09.01.01,Patch Tube,PNS4_230207_856_A01,balreetp,1,1.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L5,TCx,L5,1.0,3.0,nucleus_present,no,1000.0,88.0,5.0,No,Yes,0.0,Not Applicable,Not Applicable,Yes,55.0,55.0,25.8,5.2,3.07,16:01:09,,16:01:40,16:03:09,16:03:09,16:28:57,16:34:09,16:37:13,16:42:52,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H23.03.302,H23.03.302.11.09.01.01,PNS4_230207_856_A01,,,EPhys_230206_04_A02_H,H23.03.302,,88.0,Matching JEM & LIMS Information,Sst,Inh L5-6 SST KLHDC8A,GABAergic,0.3577744334489388,False,PNS4_230207_856_A01,H23.03.302.11.09.01.01,Fail,6904.0
131,H23.03.302.11.09.01.03,,,,,,2.1.5,02/07/2023,15:53:51,2023-02-07,2023.0,2.0,7.0,02/06/2023,11/08/2022,12/09/2022,No,Human,H23.03.302.11.09.01,H23.03.302.11.09.01.03,Patch Tube,PNS4_230207_858_A01,balreetp,1,4.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L5,TCx,L5,3.0,3.0,nucleus_present,no,1000.0,44.1,5.0,No,Yes,100.0,25us,Multiple,No,65.0,70.0,7.95,3.28,5.1,17:58:35,,18:00:03,18:01:11,18:01:58,18:09:55,18:13:12,18:18:18,18:23:44,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H23.03.302,H23.03.302.11.09.01.03,PNS4_230207_858_A01,,,EPhys_230206_04_A02_H,H23.03.302,,44.5,Matching JEM & LIMS Information,Pax6,Inh L1-2 PAX6 CDH12,GABAergic,0.2558227698292741,False,PNS4_230207_858_A01,H23.03.302.11.09.01.03,Fail,2406.0
132,H23.03.302.11.52.01.02,,,,,,2.1.5,02/14/2023,09:57:31,2023-02-14,2023.0,2.0,14.0,02/13/2023,12/06/2022,12/09/2022,No,Human,H23.03.302.11.52.01,H23.03.302.11.52.01.02,Patch Tube,PCS4_230214_151_A01,kamiliamn,3,2.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,3.0,2.0,nucleus_present,intentionally-surface,1000.0,119.1,4.0,No,No,100.0,Not Applicable,Not Applicable,No,50.0,90.0,8.22,7.42,7.78,11:13:39,,11:14:28,11:15:41,11:16:21,11:24:34,11:31:59,11:39:46,11:41:06,CN1633,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.302,H23.03.302.11.52.01.02,PCS4_230214_151_A01,positive,,EPhys_230213_03_A01_H,H23.03.302,,119.1,Matching JEM & LIMS Information,,,,,,,,,
133,H22.26.435.11.53.01.04,,,,,,2.1.4,10/12/2022,09:25:34,2022-10-12,2022.0,10.0,12.0,10/11/2022,08/22/2022,09/09/2022,No,Human,H22.26.435.11.53.01,H22.26.435.11.53.01.04,Patch Tube,PCS4_221012_153_A01,kamiliamn,4,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,,3.0,nucleus_present,intentionally-surface,2000.0,73.8,5.9,No,No,60.0,Not Applicable,Not Applicable,No,54.0,100.0,7.05,10.93,7.83,11:57:01,,11:58:53,11:59:57,12:00:15,12:07:18,12:18:14,12:26:04,12:27:40,CN1633,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H22.26.435,H22.26.435.11.53.01.04,PCS4_221012_153_A01,positive,STG,EPhys_221010_03_C03_H,H22.26.435,,73.8,Matching JEM & LIMS Information,L6_IT,Exc L5-6 THEMIS C1QL3,Glutamatergic,0.708546689510431,True,PCS4_221012_153_A01,H22.26.435.11.53.01.04,Pass,10227.0
134,H23.51.015.11.04.01.07,,,,,,2.1.5,10/17/2023,09:38:54,2023-10-17,2023.0,10.0,17.0,10/16/2023,08/31/2023,07/19/2023,No,Human,H23.51.015.11.04.01,H23.51.015.11.04.01.07,Patch Tube,P6S4_231017_407_A01,kristab,8,8.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L2,TCx,L2,3.0,2.0,nucleus_present,intentionally-surface,1941.0,111.5,6.4,No,Yes,154.0,Not Applicable,Not Applicable,No,50.0,49.0,12.18,3.95,3.42,14:11:40,,14:14:38,14:14:40,14:15:01,14:27:12,14:31:09,14:34:34,14:41:42,None,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.015,H23.51.015.11.04.01.07,P6S4_231017_407_A01,positive,,EPhys_231016_03_B03_H,H23.51.015,,111.5,Matching JEM & LIMS Information,,,,,,,,,
135,H23.51.015.11.05.01.05,,,,,,2.1.5,10/18/2023,09:35:35,2023-10-18,2023.0,10.0,18.0,10/17/2023,08/31/2023,07/19/2023,No,Human,H23.51.015.11.05.01,H23.51.015.11.05.01.05,Patch Tube,P6S4_231018_404_A01,kristab,8,5.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L3,TCx,L3,3.0,3.0,nucleus_present,no,4356.0,112.9,4.1,No,Yes,123.0,Not Applicable,Not Applicable,No,47.0,46.0,5.77,3.47,3.58,11:51:29,,11:53:22,11:53:32,11:53:51,11:59:37,12:03:05,12:06:40,12:08:58,None,,HMBA-UM1,Channel_Recording,None,None,None,None,None,2 day acute,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.015,H23.51.015.11.05.01.05,P6S4_231018_404_A01,not applicable,,EPhys_231016_04_A01_H,H23.51.015,,112.9,Matching JEM & LIMS Information,,,,,,,,,
136,H23.03.305.11.51.01.01,,,,,,2.1.5,05/18/2023,09:45:57,2023-05-18,2023.0,5.0,18.0,05/17/2023,04/20/2023,04/20/2023,No,Human,H23.03.305.11.51.01,H23.03.305.11.51.01.01,Patch Tube,PCS4_230518_151_A01,kamiliamn,3,1.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L3c,TCx,L3c,3.0,3.0,nucleus_present,intentionally-surface,1000.0,95.8,3.7,No,No,40.0,Not Applicable,Not Applicable,No,54.0,100.0,7.0,7.4,11.87,10:02:09,,10:02:56,10:04:07,10:04:27,10:11:27,10:18:51,10:30:43,10:33:47,CN2723,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.305,H23.03.305.11.51.01.01,PCS4_230518_151_A01,positive,,EPhys_230522_02_A03_H,H23.03.305,,95.8,Matching JEM & LIMS Information,L2-3_IT,Exc L2-3 LINC00507 FREM3,Glutamatergic,0.6626598028657916,True,PCS4_230518_151_A01,H23.03.305.11.51.01.01,Pass,14791.0
137,H19.03.317.11.09.01.01,,,,,,2.0.8,07/23/2019,15:11:05,2019-07-23,2019.0,7.0,23.0,07/22/2019,05/21/2019,06/24/2019,No,Human,H19.03.317.11.09.01,H19.03.317.11.09.01.01,Patch Tube,P8S4_190723_357_A01,lindsayn,3,1.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,intentionally,2000.0,47.0,4.0,,,,,,,50.0,50.0,5.87,1.38,1.8,15:22:24,,,,15:23:32,15:29:24,15:30:47,15:32:35,15:35:58,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 47.94 comp 80,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.317,H19.03.317.11.09.01.01,P8S4_190723_357_A01,negative,MTG,EPhys_190722_02_B02_H,H19.03.317,,47.7,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.2849955231402634,True,P8S4_190723_357_A01,H19.03.317.11.09.01.01,Pass,11176.0
138,H23.51.003.11.52.01.05,,,,,,2.1.5,05/02/2023,09:41:07,2023-05-02,2023.0,5.0,2.0,05/01/2023,03/24/2023,03/06/2023,No,Human,H23.51.003.11.52.01,H23.51.003.11.52.01.05,Patch Tube,PXS4_230502_255_A01,marshallv,2,9.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L5,FCx,L5,3.0,3.0,nucleus_present,intentionally-surface,1215.0,63.9,3.0,No,Yes,72.0,25us,Single,No,51.0,56.0,10.68,0.9,2.28,16:37:08,,16:39:16,16:39:18,16:39:51,16:50:32,16:51:26,16:53:43,16:57:49,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.003,H23.51.003.11.52.01.05,PXS4_230502_255_A01,positive,,EPhys_230501_05_A02_H,H23.51.003,,63.9,Matching JEM & LIMS Information,L6_CT,Exc L5-6 FEZF2 ABO,Glutamatergic,0.9578216782923892,True,PXS4_230502_255_A01,H23.51.003.11.52.01.05,Pass,13304.0
139,H23.51.006.11.53.01.08,,,,,,2.1.5,05/15/2023,10:00:56,2023-05-15,2023.0,5.0,15.0,05/15/2023,04/20/2023,04/20/2023,No,Human,H23.51.006.11.53.01,H23.51.006.11.53.01.08,Patch Tube,PXS4_230515_158_A01,kamiliamn,3,9.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L3c,FCx,L3c,3.0,3.0,nucleus_present,intentionally-surface,1000.0,91.1,5.5,No,Yes,70.0,100us,Multiple,Yes,58.0,110.0,11.78,5.22,5.78,16:10:46,,16:11:24,16:12:28,16:13:12,16:24:59,16:30:12,16:35:59,16:42:34,CN1390,,,Channel_Recording,None,None,None,None,None,,,Lost nucleus?,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.006,H23.51.006.11.53.01.08,PXS4_230515_158_A01,positive,,EPhys_230515_02_B02_H,H23.51.006,,91.1,Matching JEM & LIMS Information,Sst,Inh L4-5 SST STK32A,GABAergic,0.450735574846967,True,PXS4_230515_158_A01,H23.51.006.11.53.01.08,Pass,9098.0
140,H23.51.005.12.59.01.07,,,,,,2.1.5,05/09/2023,09:30:36,2023-05-09,2023.0,5.0,9.0,05/08/2023,04/20/2023,04/20/2023,No,Human,H23.51.005.12.59.01,H23.51.005.12.59.01.07,Patch Tube,PXS4_230509_157_A01,kamiliamn,3,10.0,Success,,Success,,SUCCESS,,,Cortical,FCx_L3,FCx,L3,3.0,3.0,nucleus_present,intentionally-surface,1000.0,154.9,3.4,No,Yes,100.0,Not Applicable,Not Applicable,No,53.0,110.0,8.08,5.07,13.78,15:25:10,,15:26:30,15:27:25,15:28:05,15:36:10,15:41:14,15:55:01,15:56:52,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.005,H23.51.005.12.59.01.07,PXS4_230509_157_A01,not applicable,,EPhys_230508_03_A02_H,H23.51.005,,154.9,Matching JEM & LIMS Information,L2-3_IT,Exc L2-3 LINC00507 FREM3,Glutamatergic,1.0712300975541396,True,PXS4_230509_157_A01,H23.51.005.12.59.01.07,Pass,13982.0
141,H19.03.323.11.05.01.02,,,,,,2.0.8,12/03/2019,13:12:53,2019-12-03,2019.0,12.0,3.0,12/02/2019,10/17/2019,10/28/2019,No,Human,H19.03.323.11.05.01,H19.03.323.11.05.01.02,Patch Tube,PES4_191203_653_A01,katherineb,6,2.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,intentionally,5000.0,59.5,4.2,,,,,,,45.0,20.0,6.18,1.08,1.95,13:52:26,,,,13:54:24,14:00:35,14:01:40,14:03:37,14:07:35,None,,,Channel_Recording,None,None,None,None,None,,,"#comp

Lost seal during leak sweeps",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.323,H19.03.323.11.05.01.02,PES4_191203_653_A01,not applicable,MTG,EPhys_191202_02_A02_H,H19.03.323,,59.5,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB FOLH1B,Glutamatergic,0.8530664027901899,True,PES4_191203_653_A01,H19.03.323.11.05.01.02,Pass,11946.0
142,H23.03.309.12.66.01,,,,,,2.1.5,09/14/2023,15:15:01,2023-09-14,2023.0,9.0,14.0,09/13/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.12.66,H23.03.309.12.66.01,Patch Tube,PCS4_230914_353_A01,audreym,3,1.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,1.0,1.0,nucleus_present,intentionally-surface,2500.0,45.0,3.6,No,Yes,0.0,Not Applicable,Not Applicable,No,28.0,35.0,8.83,4.13,9.97,15:39:32,,15:41:13,15:42:16,15:42:28,15:51:18,15:55:26,16:05:24,16:08:58,CN1390,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.12.66.01,PCS4_230914_353_A01,positive,,EPhys_230918_02_A02_H,,,58.7,Matching JEM & LIMS Information,Sst,Inh L5-6 SST KLHDC8A,GABAergic,1.0841460512538272,True,PCS4_230914_353_A01,H23.03.309.12.66.01,Pass,12607.0
143,H23.51.003.11.55.01.03,,,,,,2.1.5,05/08/2023,10:10:18,2023-05-08,2023.0,5.0,8.0,05/08/2023,03/24/2023,03/06/2023,No,Human,H23.51.003.11.55.01,H23.51.003.11.55.01.03,Patch Tube,PXS4_230508_152_A01,kamiliamn,3,4.0,Success,,Success,,SUCCESS,Positive,,Cortical,FCx_L5,FCx,L5,3.0,3.0,nucleus_present,intentionally-surface,1000.0,193.5,4.1,No,No,100.0,Not Applicable,Not Applicable,No,57.0,100.0,14.4,9.78,7.83,12:05:44,,12:06:49,12:07:56,12:08:29,12:22:53,12:32:40,12:40:30,12:50:30,CN1390,,,Channel_Recording,None,None,None,None,None,pipette crash damage,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.003,H23.51.003.11.55.01.03,PXS4_230508_152_A01,positive,,EPhys_230508_02_B01_H,H23.51.003,,193.5,Matching JEM & LIMS Information,Sst,Inh L1-3 SST CALB1,GABAergic,1.1563465437457232,True,PXS4_230508_152_A01,H23.51.003.11.55.01.03,Pass,13986.0
